,Bairro,CEP,CNES,CNPJ,CPF,Complemento,Data Expedição,Dependência,Gestão,Logradouro,Município,Nome,Nome Empresarial,Número,Número Alvará,Orgão Expedidor,Personalidade,Sub Tipo Estabelecimento,Telefone,Tipo Estabelecimento,UF,_id
606db9ec43f29a1e7c7f73d6,ALTO CAFEZAL,17502020,9108823,--,--,--,31/10/2016,INDIVIDUAL,MUNICIPAL,RUA SETE DE STEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DRA DINAH BELEM,DINAH BELEM,979,352900501-863-002041-1-0,SMS,FÍSICA,--,(14) 3113-9119,CONSULTORIO ISOLADO,SP,606db9ec43f29a1e7c7f73d6
606db9ed43f29a1e7c7f73d7,FRAGATA,17501210,5320283,--,--,--,19/01/2011,INDIVIDUAL,MUNICIPAL,RUA ATILIO GOMES DE MELLO,MARILIA - IBGE - 352900,CONSULTORIO DRA EDNA EIKO SHIMADA HIROMOTO,EDNA EIKO SHIMADA HIROMOTO,55,352900501-863-001043-1-0,SMS,FÍSICA,--,14-34221453,CONSULTORIO ISOLADO,SP,606db9ed43f29a1e7c7f73d7
606db9ee43f29a1e7c7f73d8,SANTA TEREZA,17507030,3962148,--,--,--,07/06/2006,INDIVIDUAL,MUNICIPAL,R 24 DE DEZEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DRA ELAINE MONTIN MACHADO,ELAINE MONTIN MACHADO,3389,001602-1-0,SMS,FÍSICA,--,14-34134218,CONSULTORIO ISOLADO,SP,606db9ee43f29a1e7c7f73d8
606db9ef43f29a1e7c7f73d9,SOMENZARI,17506020,7871619,--,--,--,01/12/2015,INDIVIDUAL,MUNICIPAL,RUA QUINZE DE NOVEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DRA ELENICE PEREIRA SOARES,ELENICE PEREIRA SOARES,2474,352900501-865-00549-1-7,SMS,FÍSICA,--,(14) 3221-7680,CONSULTORIO ISOLADO,SP,606db9ef43f29a1e7c7f73d9
606db9f043f29a1e7c7f73da,SALGADO FILHO,17502090,3816362,--,--,SALA 14,03/06/2005,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DRA ELIANA FERREIRA ROSELLI,ELIANA FERREIRA ROSELLI,936,352900501-851-00386-1-0,SMS,FÍSICA,--,14-34134299,CONSULTORIO ISOLADO,SP,606db9f043f29a1e7c7f73da
606db9f143f29a1e7c7f73db,BARBOSA,17510090,7138350,--,--,--,20/03/2013,INDIVIDUAL,MUNICIPAL,RUA BANDEIRANTES,MARILIA - IBGE - 352900,CONSULTORIO DRA ELIANE ALVES FIGUEIREDO,ELIANE ALVES FIGUEIREDO,386,35290050186300048518,SMS,FÍSICA,--,14-34138666,CONSULTORIO ISOLADO,SP,606db9f143f29a1e7c7f73db
606db9f243f29a1e7c7f73dc,BOA VISTA,17515005,3816486,--,--,--,18/05/2007,INDIVIDUAL,MUNICIPAL,RUA LIMA E COSTA,MARILIA - IBGE - 352900,CONSULTORIO DRA ELIANE GIANDON,ELIANE CRISTINA GIANDON MARTINS,171,3529+00501-863-000130-1-3,SMS,FÍSICA,--,14-34221896,CONSULTORIO ISOLADO,SP,606db9f243f29a1e7c7f73dc
606db9f343f29a1e7c7f73dd,MARIA IZABEL,17516170,6970540,--,--,--,13/03/2012,INDIVIDUAL,MUNICIPAL,RUA VINTE UM DE ABRIL,MARILIA - IBGE - 352900,CONSULTORIO DRA ELISANGELA APARECIDA COIS FERREIRA BORGHI,ELISANGELA APARECIDA COIS FERREIRA BORGHI,567,35290050186500032310,SMS,FÍSICA,--,14 - 33066505,CONSULTORIO ISOLADO,SP,606db9f343f29a1e7c7f73dd
606db9f443f29a1e7c7f73de,CENTRO,17502170,5142970,--,--,--,09/05/2006,INDIVIDUAL,MUNICIPAL,RUA DR CESAR MARTINS PIRAJA,MARILIA - IBGE - 352900,CONSULTORIO DRA ELIZABETH CRUZ MELGES PAVAN,ELIZABETH CRUZ MELGES PAVAN,9,352900501-851-000653-1-5,SMS,FÍSICA,--,14-34337092,CONSULTORIO ISOLADO,SP,606db9f443f29a1e7c7f73de
606db9f543f29a1e7c7f73df,MARIA ISABEL,17515260,6102131,--,--,--,22/05/2016,INDIVIDUAL,MUNICIPAL,AV BRIGADEIRO EDUARDO GOMES,MARILIA - IBGE - 352900,CONSULTORIO DRA ELIZABETH S ADACHI,ELIZABETH SATICO ADACHI,517,9836,SMS,FÍSICA,--,14-34535966,CONSULTORIO ISOLADO,SP,606db9f543f29a1e7c7f73df
606db9f643f29a1e7c7f73e0,RESIDENCIAL VALE VER,17514000,9092439,--,--,--,26/09/2016,INDIVIDUAL,MUNICIPAL,AVENIDA BRIGADEIRO EDUARDO GOMES,MARILIA - IBGE - 352900,CONSULTORIO DRA ELLEN CAROLINE ROSA RESENDE GASPAROTTO,ELLEN CAROLINE ROSA RESENDE GASPAROTTO,743,352900501-863-001907-1-3,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db9f643f29a1e7c7f73e0
606db9f743f29a1e7c7f73e1,SALGADO FILHO,17502000,7091672,--,--,--,28/03/2012,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DRA ELLEN CRISTINA ALVAVEZ CANDIDO,ELLEN CRISTINA ALVAVEZ CANDIDO,936,35290050186300152617,SMS,FÍSICA,--,14-34026500,CONSULTORIO ISOLADO,SP,606db9f743f29a1e7c7f73e1
606db9f843f29a1e7c7f73e2,CASCATA,17509140,7489218,--,--,--,13/02/2014,INDIVIDUAL,MUNICIPAL,RUA GOIAS,MARILIA - IBGE - 352900,CONSULTORIO DRA ENEIDA ALVES SANDOVAL,ENEIDA ALVES SANDOVAL,349,32900501-869-000048-1-2,SMS,FÍSICA,--,14 - 34532125,CONSULTORIO ISOLADO,SP,606db9f843f29a1e7c7f73e2
606db9f943f29a1e7c7f73e3,MARIA IZABEL,17515340,6102565,--,--,--,02/10/2007,INDIVIDUAL,MUNICIPAL,RUA EMILIO RIBAS,MARILIA - IBGE - 352900,CONSULTORIO DRA ENELIZ M CAPELLINI,ENELIZ MAFALDA CAPELLINI,62,352900501-865-000193-1-3,SMS,FÍSICA,--,14-34221264,CONSULTORIO ISOLADO,SP,606db9f943f29a1e7c7f73e3
606db9fa43f29a1e7c7f73e4,CASCATA,17515000,9260773,--,--,--,01/06/2017,INDIVIDUAL,MUNICIPAL,AV VICENTE FERREIRA,MARILIA - IBGE - 352900,CONSULTORIO DRA ERICA CRISTINA VALENTE PRETTI FASSINA,ERICA CRISTINA VALENTE PRETTI FASSINA,608,352900501-865-000600-1-1,SMS,FÍSICA,--,14-997545494,CONSULTORIO ISOLADO,SP,606db9fa43f29a1e7c7f73e4
606db9fb43f29a1e7c7f73e5,ESMERALDA PARK,17516670,5171245,--,--,--,18/08/2006,INDIVIDUAL,MUNICIPAL,AV WARNER GOMES FERNANDES,MARILIA - IBGE - 352900,CONSULTORIO DRA ERICA MORENO ZANCONATO DE CARVALHO,ERICA MORENO ZANCONATO DE CARVALHO,531,352900501-851-000517-13,SMS,FÍSICA,--,14-34135949,CONSULTORIO ISOLADO,SP,606db9fb43f29a1e7c7f73e5
606db9fc43f29a1e7c7f73e6,JARDIM TANGARA,17516000,5275121,--,--,TORRE TOKIO GTO,16/01/2006,INDIVIDUAL,MUNICIPAL,AVENIDA DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DRA ERIKA MALHEIROS BASTOS,ERIKA MALHEIROS BASTOS,3895,352900501-851-001446-1-4,SMS,FÍSICA,--,(14) 34139423,CONSULTORIO ISOLADO,SP,606db9fc43f29a1e7c7f73e6
606db9fd43f29a1e7c7f73e7,MARIA ISABEL,17515460,9515860,--,--,--,22/05/2018,INDIVIDUAL,MUNICIPAL,RUA CLAUDIO MANOEL DA COSTA,MARILIA - IBGE - 352900,CONSULTORIO DRA EVELIN ROBERTA FUJITO DA SILVA,EVELIN ROBERTA FUJITO DA SILVA,161,35290050186300232815,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db9fd43f29a1e7c7f73e7
606db9fe43f29a1e7c7f73e8,CASCATA,17509190,6366007,--,--,--,06/10/2009,INDIVIDUAL,MUNICIPAL,AV VICENTE FERREIRA,MARILIA - IBGE - 352900,CONSULTORIO DRA FABIANA CAPIA CASTRO,FABIANA CAPIA CASTRO,392,352900501-865-000253-1-3,SMS,FÍSICA,--,14-34330319,CONSULTORIO ISOLADO,SP,606db9fe43f29a1e7c7f73e8
606db9ff43f29a1e7c7f73e9,JARDIM MARILIA,17500070,5987679,--,--,--,09/01/2012,INDIVIDUAL,MUNICIPAL,AV SANTO ANTONIO,MARILIA - IBGE - 352900,CONSULTORIO DRA FABIANA DOS SANTOS PARIS,FABIANA DOS SANTOS PARIS,614,352900501-863-00-1146-18,SMS,FÍSICA,--,34321648,CONSULTORIO ISOLADO,SP,606db9ff43f29a1e7c7f73e9
606dba0043f29a1e7c7f73ea,MARIA ISABEL,17516030,7250711,--,--,--,07/07/2014,INDIVIDUAL,MUNICIPAL,RUA MECENAS PINTO BUENO,MARILIA - IBGE - 352900,CONSULTORIO DRA FABIANA GARCIA RAMOS,FABIANA GARCIA RAMOS,1036,352900501-863-00182915,SMS,FÍSICA,--,14-34137901,CONSULTORIO ISOLADO,SP,606dba0043f29a1e7c7f73ea
606dba0143f29a1e7c7f73eb,BARBOSA,17501090,7227957,--,--,--,02/01/2013,INDIVIDUAL,MUNICIPAL,RUA BANDEIRANTES,MARILIA - IBGE - 352900,CONSULTORIO DRA FABIANA PEDRO BURGUETTI,FABIANA PEDRO BURGUETTI,239,352900501-863-000607-1-2,SMS,FÍSICA,--,14-34331446,CONSULTORIO ISOLADO,SP,606dba0143f29a1e7c7f73eb
606dba0243f29a1e7c7f73ec,MARIA IZABEL,17516170,7384025,--,--,--,13/11/2013,INDIVIDUAL,MUNICIPAL,RUA 21 DE ABRIL,MARILIA - IBGE - 352900,CONSULTORIO DRA FABIELY CIRIO CANCIAN,FABIELY CIRIO CANCIAN,494,352900501-865-000475-1-1,SMS,FÍSICA,--,14 - 3413-9663,CONSULTORIO ISOLADO,SP,606dba0243f29a1e7c7f73ec
606dba0343f29a1e7c7f73ed,JD MARIA IZABEL,17515300,5143292,--,--,--,07/10/2006,INDIVIDUAL,MUNICIPAL,AV CASCATA,MARILIA - IBGE - 352900,CONSULTORIO DRA FATIMA ADRIANA DALMEIDA,FATIMA ADRIANA DALMEIDA,47,352900501-851-001692-0-0,SMS,FÍSICA,--,14-34222990,CONSULTORIO ISOLADO,SP,606dba0343f29a1e7c7f73ed
606dba0443f29a1e7c7f73ee,BARBOSA,17501470,6549594,--,--,SALA 01,01/02/2010,INDIVIDUAL,MUNICIPAL,AV SANTO ANTONIO,MARILIA - IBGE - 352900,CONSULTORIO DRA FATIMA APARECIDA DELAZARI PINHEIRO,FATIMA APARECIDA DELAZARI PINHEIRO,76,352900501-863-00000-2-1-3,SMS,FÍSICA,--,14-34226256,CONSULTORIO ISOLADO,SP,606dba0443f29a1e7c7f73ee
606dba0543f29a1e7c7f73ef,SALGADO FILHO,17502560,0424307,--,--,--,26/08/2020,INDIVIDUAL,MUNICIPAL,RUA GUANAS,MARILIA - IBGE - 352900,CONSULTORIO DRA FERNANDA ALVES JOSE FERIOLI PEREIRA,FERNANDA ALVES JOSE FERIOLI PEREIRA,157,35290050186500077216,SMS,FÍSICA,--,997625582,CONSULTORIO ISOLADO,SP,606dba0543f29a1e7c7f73ef
606dba0643f29a1e7c7f73f0,SALGADO FILHO,17502090,7615248,--,--,SALA 71,22/10/2014,INDIVIDUAL,MUNICIPAL,AVENIDA RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DRA FERNANDA DE FIGUEIREDO LINDHAL,FERNANDA DE FIGUEIREDO LINDHAL,936,352900501-865-000501-1-3,SMS,FÍSICA,--,14 - 3221-7879,CONSULTORIO ISOLADO,SP,606dba0643f29a1e7c7f73f0
606dba0743f29a1e7c7f73f1,CENTRO,17501000,5012120,--,--,A,16/03/2006,INDIVIDUAL,MUNICIPAL,AV SAMPAIO VIDAL,MARILIA - IBGE - 352900,CONSULTORIO DRA FERNANDA FERREIRA CORREA,FERNANDA FERREIRA CORREA,136,352900501-851-001458-1-5,SMS,FÍSICA,--,14-34332905,CONSULTORIO ISOLADO,SP,606dba0743f29a1e7c7f73f1
606dba0843f29a1e7c7f73f2,ALTO CAFEZAL,17502000,7528965, 19438031000157,--,CONJ 141,03/07/2014,INDIVIDUAL,MUNICIPAL,AVENIDA RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DRA FERNANDA PAULO GUEDES CARRENHO,FERNANDA PAULO GUEDES CARRENHO TRATAMENTO MEDICO LTDA EPP,1132,352900501-863-001786-1-6,SMS,JURÍDICA,--,--,CONSULTORIO ISOLADO,SP,606dba0843f29a1e7c7f73f2
606dba0943f29a1e7c7f73f3,ALTO CAFEZAL,17502000,7388578,--,--,--,14/07/2014,INDIVIDUAL,MUNICIPAL,AVENIDA RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DRA FERNANDA RUSSI FERREIRA,FERNANDA RUSSI FERREIRA,1132,352900501-863-001593-1-0,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606dba0943f29a1e7c7f73f3
606dba0a43f29a1e7c7f73f4,JD OHARA,17506440,9769196,--,--,--,12/04/2019,INDIVIDUAL,MUNICIPAL,RUA FILOMENA OTAIANO LOSASSO,MARILIA - IBGE - 352900,CONSULTORIO DRA FLAVIA CANALES,FLAVIA CANALES,182,352900501-865-000700-1-7,SMS,FÍSICA,--,(14) 98171-0458,CONSULTORIO ISOLADO,SP,606dba0a43f29a1e7c7f73f4
606dba0b43f29a1e7c7f73f5,CASCATA,17515000,9368647,--,--,--,09/11/2017,INDIVIDUAL,MUNICIPAL,VICENTE FERREIRA,MARILIA - IBGE - 352900,CONSULTORIO DRA FLAVIA CRISTINA CASTILHO CARACIO,FLAVIA CRISTINA CASTILHO CARACIO,1229,35290050186300060410,SMS,FÍSICA,--,(14) 99762-4450,CONSULTORIO ISOLADO,SP,606dba0b43f29a1e7c7f73f5
606dba0c43f29a1e7c7f73f6,BARBOSA,17501442,9790020, 28896853000172,--,SALA 5,03/05/2019,INDIVIDUAL,MUNICIPAL,FLORIANO PEIXOTO,MARILIA - IBGE - 352900,CONSULTORIO DRA FLAVIA DI POI,F DI PO,144,352900-501-865-00069418,SMS,JURÍDICA,--,(14) 3422-2769,CONSULTORIO ISOLADO,SP,606dba0c43f29a1e7c7f73f6
606dba0d43f29a1e7c7f73f7,CENTRO,17501090,6102166,--,--,--,01/11/2008,INDIVIDUAL,MUNICIPAL,RUA BANDEIRANTES,MARILIA - IBGE - 352900,CONSULTORIO DRA FLAVIA R MAZETO,FLAVIA REGINA MAZETO,239,352900501-863-0004-1-7,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606dba0d43f29a1e7c7f73f7
606dba0e43f29a1e7c7f73f8,MARIA IZABEL,17516280,9314636,--,--,--,15/09/2017,INDIVIDUAL,MUNICIPAL,RUA DOS TOPAZIOS,MARILIA - IBGE - 352900,CONSULTORIO DRA GABRIELA GUIOTTI ZIMMERMAN DIAS,GABRIELA GUIOTTI ZIMMERMAN DIAS,741,35290050186300223212,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606dba0e43f29a1e7c7f73f8
606dba0f43f29a1e7c7f73f9,BOA VISTA,17501560,6426271,--,--,--,18/11/2014,INDIVIDUAL,MUNICIPAL,RUA SETE DE SETEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DRA GABRIELA RABELA DAUN,GABRIELA RABELA DAUN,164,352900501-865-000-254-10,SMS,FÍSICA,--,(14) 3413-4854,CONSULTORIO ISOLADO,SP,606dba0f43f29a1e7c7f73f9
606dba1043f29a1e7c7f73fa,ALTO CAFEZAL,17502000,9595511,--,--,--,17/08/2018,INDIVIDUAL,MUNICIPAL,RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DRA GELLISYANNE FERNANDES FERREIRA TERRACAO,GELLISYANNE FERNANDES FERREIRA TERRACAO,620,35290050186300236713,SMS,FÍSICA,--,(14) 3433-2249,CONSULTORIO ISOLADO,SP,606dba1043f29a1e7c7f73fa
606dba1143f29a1e7c7f73fb,ALTO CAFEZAL,17502000,9790624,--,--,SALA 142B,08/05/2019,INDIVIDUAL,MUNICIPAL,AVENIDA RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DRA GIOVANNA ESCALANTE,GIOVANNA ESCALANTE,1132,35290050186500069914,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606dba1143f29a1e7c7f73fb
606dba1143f29a1e7c7f73fc,MARIA IZABEL,17515300,5500699,--,--,--,08/02/2007,INDIVIDUAL,MUNICIPAL,AVENIDA CASCATA,MARILIA - IBGE - 352900,CONSULTORIO DRA GISELE CESAR DE ROSSI AGOSTINHO,GISELE CESAR DE ROSSI AGOSTINHO,47,352900501-863-000011-1-2,SMS,FÍSICA,--,14-34222990,CONSULTORIO ISOLADO,SP,606dba1143f29a1e7c7f73fc
606dba1243f29a1e7c7f73fd,PALMITAL,17509031,3818780,--,--,--,16/02/2006,INDIVIDUAL,MUNICIPAL,AV REPUCLICA,MARILIA - IBGE - 352900,CONSULTORIO DRA GISELE M A OLIVEIRA,GISELE MARIA ALFREDO OLIVEIRA,1036,352900501-851-001486-0-1,SMS,FÍSICA,--,14-34336526,CONSULTORIO ISOLADO,SP,606dba1243f29a1e7c7f73fd
606dba1343f29a1e7c7f73fe,ALTO CAFEZAL,17500070,7903448,--,--,--,28/01/2016,INDIVIDUAL,MUNICIPAL,AVENIDA SANTO ANTONIO,MARILIA - IBGE - 352900,CONSULTORIO DRA GISLENE ELIAS DOS SANTOS,GISLENE ELIAS DOS SANTOS,614,352900501-863-001952-1-9,SMS,FÍSICA,--,(14) 3316-1369,CONSULTORIO ISOLADO,SP,606dba1343f29a1e7c7f73fe
606dba1443f29a1e7c7f73ff,JD MARIA IZABEL,17516000,7881738,--,--,--,07/08/2015,INDIVIDUAL,MUNICIPAL,AVENIDA DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DRA GRAZIELE KERGES ALCANTARA,GRAZIELE KERGES ALCANTARA,3895,352900501-865-000319-1-7,SMS,FÍSICA,--,(14) 4101-2841,CONSULTORIO ISOLADO,SP,606dba1443f29a1e7c7f73ff
606dba1543f29a1e7c7f7400,SALGADO FILHO,17502276,6778089,--,--,--,14/03/2011,INDIVIDUAL,MUNICIPAL,RUA 07 DE SETEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DRA HELENA CRISCI ZANGUETIM,HELENA CRISCI ZANGUETIM,979,352900501-863-001370-1-4,SMS,FÍSICA,--,14-34135331,CONSULTORIO ISOLADO,SP,606dba1543f29a1e7c7f7400
606dba1643f29a1e7c7f7401,JARDIM MARIA IZABEL,17515240,7806027,--,--,--,16/06/2015,INDIVIDUAL,MUNICIPAL,RUA CARLOS BOTELHO,MARILIA - IBGE - 352900,CONSULTORIO DRA IARA ALVES COELHO SGANZELLA,IARA ALVES COELHO SGANZELLA,246,352900501-8639001913-1-0,SMS,FÍSICA,--,14 3433-1715,CONSULTORIO ISOLADO,SP,606dba1643f29a1e7c7f7401
606dba1743f29a1e7c7f7402,CENTRO,17509053,5726697,--,--,--,31/03/2008,INDIVIDUAL,MUNICIPAL,AV NELSON SPIELMAN,MARILIA - IBGE - 352900,CONSULTORIO DRA ILMA CARLA DE S PORCELLI,ILMA CARLA DE SOUZA PORCELLI,241,35290050186300104710,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606dba1743f29a1e7c7f7402
606dba1843f29a1e7c7f7403,CENTRO,17501000,0429457,--,--,--,03/11/2020,INDIVIDUAL,MUNICIPAL,AV CARLOS GOMES,MARILIA - IBGE - 352900,CONSULTORIO DRA ISABELLA MALDONADO DIAS,ISABELLA MALDONADO DIAS,312,35290050186500077011,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606dba1843f29a1e7c7f7403
606dba1943f29a1e7c7f7404,BARBOSA,17501000,7079842,--,--,--,03/07/2014,INDIVIDUAL,MUNICIPAL,RUA BANDEIRANTES,MARILIA - IBGE - 352900,CONSULTORIO DRA ISAMARA FERNANDA BREGAGNOLLO DE OLIVEIRA,ISAMARA FERNANDA BREGAGNOLLO DE OLIVEIRA,386,352900501-863-001828-1-8,SMS,FÍSICA,--,(14)34138666,CONSULTORIO ISOLADO,SP,606dba1943f29a1e7c7f7404
606dba1a43f29a1e7c7f7405,PARATI,17519420,0219916,--,--,--,02/07/2020,INDIVIDUAL,MUNICIPAL,RUA ANGELO SELEGHIN,MARILIA - IBGE - 352900,CONSULTORIO DRA JOANA PELOZO DIAS,JOANA PELOZO DIAS,734,352900501-865-000764-1-4,SMS,FÍSICA,--,14998773004,CONSULTORIO ISOLADO,SP,606dba1a43f29a1e7c7f7405
606dba1b43f29a1e7c7f7406,CENTRO,17515001,6720579,--,--,--,02/02/2011,INDIVIDUAL,MUNICIPAL,RUA BAHIA,MARILIA - IBGE - 352900,CONSULTORIO DRA JORDANA DE OLIVEIRA DOMINGUES,JORDANA DE OLIVEIRA DOMINGUES,73,35290050186300138-8,SMS,FÍSICA,--,14-34337054,CONSULTORIO ISOLADO,SP,606dba1b43f29a1e7c7f7406
606dba1c43f29a1e7c7f7407,CASCATA,17515120,6483593,--,--,--,01/04/2010,INDIVIDUAL,MUNICIPAL,RUA PERNAMBUCO,MARILIA - IBGE - 352900,CONSULTORIO DRA JOYCE ANARAY FUDO,JOYCE ANARAY FUDO,236,352900501-863-001209-1-0,SES,FÍSICA,--,14 3425 4855,CONSULTORIO ISOLADO,SP,606dba1c43f29a1e7c7f7407
606dba1d43f29a1e7c7f7408,JARDIM MARIA IZABEL,17515250,9211519,--,--,SALA 3,11/04/2017,INDIVIDUAL,MUNICIPAL,RUA LIBERDADE,MARILIA - IBGE - 352900,CONSULTORIO DRA JOYCE CAZO BERBEL,JOYCE CAZO BERBEL,284,352900501-863-002122-1-0,SMS,FÍSICA,--,(14) 3306-5539,CONSULTORIO ISOLADO,SP,606dba1d43f29a1e7c7f7408
606dba1e43f29a1e7c7f7409,JARDIM MARIA ISABEL,17515220,9375899,--,--,SALA 02,05/10/2017,INDIVIDUAL,MUNICIPAL,VINTE E UM DE ABRIL,MARILIA - IBGE - 352900,CONSULTORIO DRA JULCY TORRICELI DE SOUSA,JULCY TORRICELI DE SOUSA,241,35290050186300225410,SMS,FÍSICA,--,(14) 3432-2972,CONSULTORIO ISOLADO,SP,606dba1e43f29a1e7c7f7409
606dba1f43f29a1e7c7f740a,JD TANGARA,17516026,7400853,--,--,SALA 01,10/07/2014,INDIVIDUAL,MUNICIPAL,RUA BRAZ SAMPIERI,MARILIA - IBGE - 352900,CONSULTORIO DRA JULIA LEONELLI VONO,JULIA LEONELLI VONO,30,352900501-863-001733-1-2,SMS,FÍSICA,--,14-33040727,CONSULTORIO ISOLADO,SP,606dba1f43f29a1e7c7f740a
606dba2043f29a1e7c7f740b,JD ALVORADA,17513322,9313591,--,--,BLC A APTO 43,17/08/2017,INDIVIDUAL,MUNICIPAL,RUA SANTA HELENA,MARILIA - IBGE - 352900,CONSULTORIO DRA JULIANA CRISTINA BRUNO CRUZ,JULIANA CRISTINA BRUNO CRUZ,769,352900501-865-001588-1-8,SMS,FÍSICA,--,14-996790013,CONSULTORIO ISOLADO,SP,606dba2043f29a1e7c7f740b
606dba2143f29a1e7c7f740c,PARQUE DAS ESMERALDA,17516026,6666183,--,--,--,01/11/2010,INDIVIDUAL,MUNICIPAL,AVENIDA DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DRA JULIANA HORTENSE,JULIANA HORTENSE,2493,352900501-863-001350-1-1,SMS,FÍSICA,--,14-34135973,CONSULTORIO ISOLADO,SP,606dba2143f29a1e7c7f740c
606dba2243f29a1e7c7f740d,ALTO CAFEZAL,17500070,6265367,--,--,--,09/04/2008,INDIVIDUAL,MUNICIPAL,AV SANTO ANTONIO,MARILIA - IBGE - 352900,CONSULTORIO DRA JULIANA MARCELA R PAGLIONI,JULIANA MARCELA REAL PAGLIONI,670,352900501-863-001050-1-5,SMS,FÍSICA,--,14-34544523,CONSULTORIO ISOLADO,SP,606dba2243f29a1e7c7f740d
606dba2343f29a1e7c7f740e,ALTO CAFEZAL,17500120,0108359,--,--,--,03/04/2020,INDIVIDUAL,MUNICIPAL,RUA 09 DE JULHO,MARILIA - IBGE - 352900,CONSULTORIO DRA JULIANA MARQUES MENDES RUI,JULIANA MARQUES MENDES RUI,1412,352900501-865-000753-1-0,SMS,FÍSICA,--,14998067007,CONSULTORIO ISOLADO,SP,606dba2343f29a1e7c7f740e
606dba2443f29a1e7c7f740f,CENTRO,17501000,7091796,--,--,--,13/05/2013,INDIVIDUAL,MUNICIPAL,RUA BANDEIRANTES,MARILIA - IBGE - 352900,CONSULTORIO DRA JULIANA PASCON DOS SANTOS,JULIANA PASCON DOS SANTOS,386,35290050186300161314,SMS,FÍSICA,--,14- 34138666,CONSULTORIO ISOLADO,SP,606dba2443f29a1e7c7f740f
606dba2543f29a1e7c7f7410,CASCATA,17515500,7189699,--,--,SALA A N 11,01/02/2013,INDIVIDUAL,MUNICIPAL,AV VICENTE FERREIRA,MARILIA - IBGE - 352900,CONSULTORIO DRA JULIANA PIETRAROIA CAPELOZZA,JULIANA PIETRAROIA CAPELOZZA,745,352900501-863-001655-1-4,SMS,FÍSICA,--,14-34337313,CONSULTORIO ISOLADO,SP,606dba2543f29a1e7c7f7410
606dba2643f29a1e7c7f7411,JARDIM MARIA IZABEL,17515220,9092463,--,--,--,10/10/2016,INDIVIDUAL,MUNICIPAL,RUA VINTE E UM DE ABRIL,MARILIA - IBGE - 352900,CONSULTORIO DRA KARINA HERRERA HABER,KARINA HERRERA HABER,441,352900501-865-000596-1-7,SMS,FÍSICA,--,(14) 98187-1000,CONSULTORIO ISOLADO,SP,606dba2643f29a1e7c7f7411
606dba2743f29a1e7c7f7412,ALTO CAFEZAL,17500020,9189998,--,--,--,02/05/2018,INDIVIDUAL,MUNICIPAL,AVENIDA SAMPAIO VIDAL,MARILIA - IBGE - 352900,CONSULTORIO DRA KARINE MIO FRANCA,KARINE MIO FRANCA,20,352900501-865-000614-1-7,SMS,FÍSICA,--,14-998294760,CONSULTORIO ISOLADO,SP,606dba2743f29a1e7c7f7412
606dba2743f29a1e7c7f7413,JD TANGARA,17516000,9032959,--,--,TORRE TOKYO SALA 01,20/06/2016,INDIVIDUAL,MUNICIPAL,AV DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DRA KARINE VAZ LASKOS SAKODA,KARINE VAZ LASKOS SAKODA,3895,352900501-863-001338-1-7,SMS,FÍSICA,--,14-32213776,CONSULTORIO ISOLADO,SP,606dba2743f29a1e7c7f7413
606dba2843f29a1e7c7f7414,BARBOSA,17501570,6030157,--,--,--,15/05/2008,INDIVIDUAL,MUNICIPAL,RUA CORONEL JOSE BRAZ,MARILIA - IBGE - 352900,CONSULTORIO DRA KATY LUCIANE MOTTA,KATY LUCIANE MOTTA,578,352900501-863-000914-1-3,SMS,FÍSICA,--,14-34222311,CONSULTORIO ISOLADO,SP,606dba2843f29a1e7c7f7414
